id,name,image,detail,category_id,price,stock,status,create_time,update_time
3270,Cheese Hot Dog,http://127.0.0.1:8080/images/3270.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,93,592,162,1,2023/1/1 9:00,2023/1/1 9:00
3271,BBQ Pork Skewer,http://127.0.0.1:8080/images/3271.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,88,2573,388,1,2023/1/1 9:00,2023/1/1 9:00
3272,Milk Cream Roll Cake,http://127.0.0.1:8080/images/3272.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,88,1256,75,0,2023/1/1 9:00,2023/1/1 9:00
3273,Expresso,http://127.0.0.1:8080/images/3273.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,45,1765,68,1,2023/1/1 9:00,2023/1/1 9:00
3274,Coffee Frappuccino,http://127.0.0.1:8080/images/3274.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,49,2008,213,0,2023/1/1 9:00,2023/1/1 9:00
3275,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/3275.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",82,970,104,1,2023/1/1 9:00,2023/1/1 9:00
3276,Basque Cheese Cake,http://127.0.0.1:8080/images/3276.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,97,255,491,1,2023/1/1 9:00,2023/1/1 9:00
3277,Donuts,http://127.0.0.1:8080/images/3277.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,8,2156,65,1,2023/1/1 9:00,2023/1/1 9:00
3278,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3278.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,56,2404,201,1,2023/1/1 9:00,2023/1/1 9:00
3279,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3279.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,10,827,115,1,2023/1/1 9:00,2023/1/1 9:00
3280,Chicken Sandwich,http://127.0.0.1:8080/images/3280.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,20,1584,436,1,2023/1/1 9:00,2023/1/1 9:00
3281,Tiramisu cup,http://127.0.0.1:8080/images/3281.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,30,2011,285,0,2023/1/1 9:00,2023/1/1 9:00
3282,Basque Cheese Cake,http://127.0.0.1:8080/images/3282.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,53,2822,372,1,2023/1/1 9:00,2023/1/1 9:00
3283,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3283.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,88,780,432,0,2023/1/1 9:00,2023/1/1 9:00
3284,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/3284.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,69,1478,367,1,2023/1/1 9:00,2023/1/1 9:00
3285,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3285.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,28,137,62,1,2023/1/1 9:00,2023/1/1 9:00
3286,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3286.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,93,2733,150,1,2023/1/1 9:00,2023/1/1 9:00
3287,Cold Teas,http://127.0.0.1:8080/images/3287.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,23,2342,108,1,2023/1/1 9:00,2023/1/1 9:00
3288,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/3288.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,20,2092,188,1,2023/1/1 9:00,2023/1/1 9:00
3289,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3289.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,72,2070,379,1,2023/1/1 9:00,2023/1/1 9:00
3290,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/3290.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,21,1519,319,1,2023/1/1 9:00,2023/1/1 9:00
3291,Original Toast,http://127.0.0.1:8080/images/3291.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,14,2137,189,1,2023/1/1 9:00,2023/1/1 9:00
3292,Cold Teas,http://127.0.0.1:8080/images/3292.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,23,1550,415,1,2023/1/1 9:00,2023/1/1 9:00
3293,Cheese Hot Dog,http://127.0.0.1:8080/images/3293.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,100,2781,358,1,2023/1/1 9:00,2023/1/1 9:00
3294,Cheese Hot Dog,http://127.0.0.1:8080/images/3294.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,71,741,138,0,2023/1/1 9:00,2023/1/1 9:00
3295,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3295.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,52,833,412,1,2023/1/1 9:00,2023/1/1 9:00
3296,Hot Teas,http://127.0.0.1:8080/images/3296.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,12,1311,167,1,2023/1/1 9:00,2023/1/1 9:00
3297,Cheese Hot Dog,http://127.0.0.1:8080/images/3297.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,13,2135,369,1,2023/1/1 9:00,2023/1/1 9:00
3298,Chicken Sandwich,http://127.0.0.1:8080/images/3298.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,22,328,53,0,2023/1/1 9:00,2023/1/1 9:00
3299,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3299.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,26,2064,401,1,2023/1/1 9:00,2023/1/1 9:00
3300,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3300.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,32,2137,406,1,2023/1/1 9:00,2023/1/1 9:00
3301,Americanos,http://127.0.0.1:8080/images/3301.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,77,226,158,1,2023/1/1 9:00,2023/1/1 9:00
3302,Cheese Hot Dog,http://127.0.0.1:8080/images/3302.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,26,1068,155,1,2023/1/1 9:00,2023/1/1 9:00
3303,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3303.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,97,2341,145,1,2023/1/1 9:00,2023/1/1 9:00
3304,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3304.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,53,2550,129,0,2023/1/1 9:00,2023/1/1 9:00
3305,Americanos,http://127.0.0.1:8080/images/3305.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,41,233,84,0,2023/1/1 9:00,2023/1/1 9:00
3306,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3306.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,56,2795,172,1,2023/1/1 9:00,2023/1/1 9:00
3307,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/3307.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,80,721,288,1,2023/1/1 9:00,2023/1/1 9:00
3308,Original Toast,http://127.0.0.1:8080/images/3308.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,28,1787,493,1,2023/1/1 9:00,2023/1/1 9:00
3309,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3309.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,9,860,53,1,2023/1/1 9:00,2023/1/1 9:00
3310,Basque Cheese Cake,http://127.0.0.1:8080/images/3310.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,6,614,110,0,2023/1/1 9:00,2023/1/1 9:00
3311,BBQ Pork Skewer,http://127.0.0.1:8080/images/3311.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,67,403,117,1,2023/1/1 9:00,2023/1/1 9:00
3312,Portable External Phone Charger,http://127.0.0.1:8080/images/3312.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,33,2421,295,1,2023/1/1 9:00,2023/1/1 9:00
3313,Classic Hot Dog,http://127.0.0.1:8080/images/3313.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,72,2473,171,1,2023/1/1 9:00,2023/1/1 9:00
3314,Organic Green Tea,http://127.0.0.1:8080/images/3314.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,1,2407,142,1,2023/1/1 9:00,2023/1/1 9:00
3315,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3315.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,78,573,219,1,2023/1/1 9:00,2023/1/1 9:00
3316,Classic Hot Dog,http://127.0.0.1:8080/images/3316.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,32,1351,274,1,2023/1/1 9:00,2023/1/1 9:00
3317,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3317.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,84,1605,370,1,2023/1/1 9:00,2023/1/1 9:00
3318,Chicken Sandwich,http://127.0.0.1:8080/images/3318.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,11,669,225,0,2023/1/1 9:00,2023/1/1 9:00
3319,Portable External Phone Charger,http://127.0.0.1:8080/images/3319.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,22,1660,462,1,2023/1/1 9:00,2023/1/1 9:00
3320,Lattes,http://127.0.0.1:8080/images/3320.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,37,883,446,0,2023/1/1 9:00,2023/1/1 9:00
3321,Tiramisu cup,http://127.0.0.1:8080/images/3321.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,3,1500,424,0,2023/1/1 9:00,2023/1/1 9:00
3322,Americanos,http://127.0.0.1:8080/images/3322.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,7,2338,225,1,2023/1/1 9:00,2023/1/1 9:00
3323,Organic Green Tea,http://127.0.0.1:8080/images/3323.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,24,1629,60,1,2023/1/1 9:00,2023/1/1 9:00
3324,Chicken Sandwich,http://127.0.0.1:8080/images/3324.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,56,1660,177,0,2023/1/1 9:00,2023/1/1 9:00
3325,BBQ Pork Skewer,http://127.0.0.1:8080/images/3325.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,13,1992,427,1,2023/1/1 9:00,2023/1/1 9:00
3326,Chicken Sandwich,http://127.0.0.1:8080/images/3326.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,39,1733,260,0,2023/1/1 9:00,2023/1/1 9:00
3327,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3327.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,65,2728,406,1,2023/1/1 9:00,2023/1/1 9:00
3328,Organic Green Tea,http://127.0.0.1:8080/images/3328.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,88,507,126,1,2023/1/1 9:00,2023/1/1 9:00
3329,Chocolate Cookies,http://127.0.0.1:8080/images/3329.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,11,1079,384,1,2023/1/1 9:00,2023/1/1 9:00
3330,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/3330.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,19,1090,180,1,2023/1/1 9:00,2023/1/1 9:00
3331,Cold Teas,http://127.0.0.1:8080/images/3331.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,81,2006,496,1,2023/1/1 9:00,2023/1/1 9:00
3332,Coffee Frappuccino,http://127.0.0.1:8080/images/3332.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,45,2689,266,1,2023/1/1 9:00,2023/1/1 9:00
3333,Chocolate Cookies,http://127.0.0.1:8080/images/3333.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,47,589,112,1,2023/1/1 9:00,2023/1/1 9:00
3334,Original Toast,http://127.0.0.1:8080/images/3334.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,71,1392,312,1,2023/1/1 9:00,2023/1/1 9:00
3335,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3335.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,45,1790,103,1,2023/1/1 9:00,2023/1/1 9:00
3336,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/3336.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,80,2357,208,1,2023/1/1 9:00,2023/1/1 9:00
3337,Hot Teas,http://127.0.0.1:8080/images/3337.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,18,2247,412,1,2023/1/1 9:00,2023/1/1 9:00
3338,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3338.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,83,2315,391,1,2023/1/1 9:00,2023/1/1 9:00
3339,Classic Hot Dog,http://127.0.0.1:8080/images/3339.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,30,1684,101,1,2023/1/1 9:00,2023/1/1 9:00
3340,Organic Green Tea,http://127.0.0.1:8080/images/3340.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,93,1228,128,1,2023/1/1 9:00,2023/1/1 9:00
3341,Coffee Frappuccino,http://127.0.0.1:8080/images/3341.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,91,107,488,1,2023/1/1 9:00,2023/1/1 9:00
3342,Lattes,http://127.0.0.1:8080/images/3342.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,88,595,55,1,2023/1/1 9:00,2023/1/1 9:00
3343,Milk Cream Roll Cake,http://127.0.0.1:8080/images/3343.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,55,1857,222,1,2023/1/1 9:00,2023/1/1 9:00
3344,BBQ Pork Skewer,http://127.0.0.1:8080/images/3344.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,39,2353,193,1,2023/1/1 9:00,2023/1/1 9:00
3345,Classic Hot Dog,http://127.0.0.1:8080/images/3345.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,12,2482,60,1,2023/1/1 9:00,2023/1/1 9:00
3346,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3346.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,4,1904,188,1,2023/1/1 9:00,2023/1/1 9:00
3347,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3347.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,6,1250,134,0,2023/1/1 9:00,2023/1/1 9:00
